EAN;ORGANISATION;DEPARTMENT;
7601002121378;Soteria Bern;Produktiv;
7601002114912;Liechtensteinisches Landesspital;Produktiv;
7601001293526;Fresenius Kabi AG;Produktiv;
7601001000551;Fresenius Medical Care AG;Produktiv;
7601000727701;Dr med Saulius Korsakas;Produktiv;
7601000201935;Dr med Adrian Naegeli;Produktiv;
7601000543004;Dr med Miranda Bucher Pfund;Produktiv;
7601000624277;Dott ssa med Sophie Venturelli;Produktiv;
7601000526861;Dr med Nikolina Momcilovic;Produktiv;
7601003081398;Ard van Duuren;Produktiv;
7601000877086;Dr med Barbara Fabrowicz;Produktiv;
7601000632463;Dr Melina Citraro Meyer;Produktiv;
7601000162649;Aerzte Gesundheitszentrum Laegern AG;Produktiv;
7601000139139;Dr med Urs Fromm;Produktiv;
7601000144751;Dr med Andreas Schwob;Produktiv;
7601002116794;Kant Spital Herisau;Produktiv;
7601002114578;Kant Spital Heiden;Produktiv;
7601000619426;Dr med Stephan Estermann;Produktiv;
7601002144278;medicalHELPch;Produktiv;
7601002144261;medicalHELPch;Produktiv;
7601000601551;Dr med Sarah Marti;Produktiv;
7601000442215;Dr med Valerie Zumsteg;Produktiv;
7601000187956;Dr med Tiziana Unternaehrer;Produktiv;
7601000721570;Dott med Ramon H Leoni Aragon;Produktiv;
7601000776112;Dr med Jens G Boldt;Produktiv;
7601001397828;Farmacia Fenice;Produktiv;
7601000958105;Dr med Karl Michael Essig;Produktiv;
7601000717436;Dr Annie Samba NGanga;Produktiv;
7601003076936;Frau Annelis Stauffer;Produktiv;
2099988872820;Dr med Annette Fritz Fiaux;Produktiv;
2099988872837;Dr med Angelika Spur;Produktiv;
7601000229229;Dr med Sven Besek;Produktiv;
7601000900647;Dr med Esmera Sadikovic;Produktiv;
7601000087751;Dr med Elisabeth Strotz Gfeller;Produktiv;
7601000718624;Dr med Bjoern Wind;Produktiv;
7601000955500;Dott med Alberto Moriggia;Produktiv;
7601002145282;Schweizerische Diabetes Gesellschaft;Produktiv;
7601002135801;Praxis Gruppe Illnau AG;Produktiv;
7601000863683;Dr med Almut Mahnke Redding;Produktiv;
7601000648457;Dr med Sarra Inoubli Le Roy;Produktiv;
7601003311372;Physiotherapie bei Natalie AG;Produktiv;
7601000337580;Dr med Heidi Meier;Produktiv;
7601000645852;Dr Mathias Widmer;Produktiv;
7601000647276;Dr med Barbara Froehlich Ruest;Produktiv;
7601000152176;Dr med Hansjoerg Meier;Produktiv;
7601000173614;Dr med Felix Huber Widmer;Produktiv;
7601000173621;Dr med Beatrice Huber-Widmer;Produktiv;
7601002012393;Clinique de la Plaine SA;Produktiv;
7601000011732;Dr Philippe Rey Bellet;Produktiv;
7601003080667;Heike Uhlir;Produktiv;
7601000239075;Dr med Lukas Matter;Produktiv;
7601000540119;Dr Valerie Stolt Steiger;Produktiv;
7601000146427;Dr med Stephan Galli;Produktiv;
7601000776235;Dr med Peter Florian Albrecht;Produktiv;
7601000483317;Dr med Karsten Fritsch;Produktiv;
7601000528759;Dr med Fleur van der Weg;Produktiv;
7601000155023;Dr med Rolf Maager;Produktiv;
7601000732200;Dr med Ulrich Kraus;Produktiv;
7601000145864;Dr med Franz Rohrer;Produktiv;
7601002114622;Spital Lachen AG;Produktiv;
7601000366436;Dr med Peter Broennimann;Produktiv;
7601000187581;Dr med Lionello Genini;Produktiv;
7601000187604;Dr med Sonia Genini Peran;Produktiv;
7601002145381;HNO Zuerichsee AG;Produktiv;
7601000667786;Dr med Eva Huluk Tepla;Produktiv;
7601000717795;Dr med The Khanh Tran;Produktiv;
7601000952684;Dr med Ulrich Koenemann;Produktiv;
7601000116741;Dr med Thomas Imsand;Produktiv;
7601000930972;Dr med Stefan Amling;Produktiv;
7601000033369;Dr Michel Camenzind;Produktiv;
7601000982391;Dr Sandra Haenni;Produktiv;
7601003168716;Esther Carigiet;Produktiv;
7601000637864;Dr med Regula Truffer Kaeslin;Produktiv;
7601002145336;Bernische Krebsliga;Produktiv;
7601000714053;Dr med Davide Donghi;Produktiv;
7601002000642;Hopital Daler;Produktiv;
7601000770417;Dr med Hanna Bialowons;Produktiv;
7601000839954;Dr med Henryk Giersz;Produktiv;
7601000336644;Dr med Michael Fithal;Produktiv;
7601003092271;Dr med Christa Joder;Produktiv;
7601000202635;Dr med Juerg von Steiger;Produktiv;
7601000190970;Dott med Nicola Keller;Produktiv;
7601000992741;Dr med Nordwig Tomi;Produktiv;
7601003135305;Dirk Hahnenberg;Produktiv;
7601000729064;Dr med Ruben Oliver;Produktiv;
7601000632487;Dr Stephanie Chassot Berthod;Produktiv;
7601000185075;Dr med Anna Mancarella Eberhardt;Produktiv;
7601000982414;Dr med Oliver Schuff;Produktiv;
7601003294293;Gemeinsame Einrichtung KVG;Produktiv;
7601000141316;Dr med Jean Claude Roches;Produktiv;
7601002135023;Spitex Steinmaur Neerach;Produktiv;
7601002134651;Spitex Verein Teufen;Produktiv;
7601000368003;Dr Antoinette Djamen Tchatchou;Produktiv;
7601003214659;Aline Hoesli;Produktiv;
7601000744746;Dr med Konstantin Moskvitin;Produktiv;
7601000654526;Dr med Hakan Sarikaya;Produktiv;
7601002115049;Clinique La Prairie SA;Produktiv;
7601000174727;Dr med Gabriela Wicki Frey;Produktiv;
7601003281286;Vladimir Milutinovic;Produktiv;
7601000265685;Dr med Anna Barabara Vogt;Produktiv;
7601000640826;Dr Cyrille Sottas;Prodktiv;
7601000428202;Dr Isabelle Momjian Mayor;Porduktiv;
7601000731296;Dr Igor Kuzmanovic;Produktiv;
7601000178176;Dr med Othmar Zbinden;Produktiv;
7601000645906;Dr Nicolas Vial;Produktiv;
7601000779946;Dr Manal Boulos Huynh Ba;Produktiv;
7601000640031;Dr Karin Bille Lemaire;Produktiv;
7601000520937;Dr Helene Prince Dit Clottu;Produktiv;
7601000672759;Dr med Marion Ombelli Meisser;Produktiv;
7601000216267;Dr med Bruno Maggi;Produktiv;
7601000260345;Dr med Daniel Oertle Meyer;Produktiv;
7601003312324;Sleep and Health SA;Produktiv;
7601000963475;Dr Irina Costea;Produktiv;
7601000766144;Dr med Andreas Schoepf;Produktiv;
7601000021830;Dr med Jean Martin Schenker;Produktiv;
7601002145398;Similia Medica SARL;Produktiv;
7601000030948;Dr med Pedro Trigo Trindade;Produktiv;
7601000541543;Dr med Angelika Donalies Aebi;Produktiv;
7601000474780;Dr med Mary Kruhl Venanzi;Produktiv;
7601000269102;Dr med Birgitt Wais Noecker;Produktiv;
7601002145572;Notfallpraxis und Gesundheitspraxis GmbH;Produktiv;
7601000484895;Dr med Gregor Clavadetscher;Produktiv;
7601002107815;Gemeinschaftspraxis Brunnmatt AG;Produktiv;
7601002141772;eHnv Etablissements Hospitaliers du Nord Vaudois;Produktiv;
7601003006452;Federation des Hopitaux Vaudois;Produktiv;
7601000496492;Dr Christophe Racine;Produktiv;
7601000386830;Dr Carmen Muheim Cassard;Produktiv;
7601003271737;Dr Rene Gassner;Produktiv;
7601000949530;Dr med Nicole Christ Oelke;Produktiv;
7601000276179;Dr med Manuel Romer;Produktiv;
7601000247377;Dr med Peter Eichhorn;Produktiv;
7601000232946;Dr med Gudrun Schaad Ruzicka;Produktiv;
2099988872929;Dr med Giuseppe Coppola;Produktiv;
2099988872905;Dr med Giuseppe Coppola;Produktiv;
7601002144032;Angio und Venenzentrum Zuerich;Produktiv;
7601000544520;Dr med Reinhard Lehner;Produktiv;
7601000456977;Dr med Daniele Hopkirk;Produktiv;
7601002121620;RIS Radiologie im Silberturm;Produktiv;
7601000625038;Dr med Yves Michael Nordmann;Produktiv;
7601000479099;Dr med Adrian Merz;Produktiv;
7601000126672;Dr med Stefan Kradolfer;Produktiv;
7601000846211;Dr med Dirk Schuhmann;Produktiv;
7601000728753;Dr med Marina Nager;Produktiv;
7601000358905;Dr med Simone Buess;Produktiv;
7601000153289;Dr med Peter Ruh;Produktiv;
7601000467201;Dr med Raffael Guggenheim;Produktiv;
7601000776501;Dr med Boris Tutschek;Produktiv;
7601000434456;Dr med Sevgi Tercanli;Produktiv;
7601000782700;Dr med Gerhard Becker;Produktiv;
7601000351487;Dr med Michael Aeppli;Produktiv;
7601000525918;Dr med Ralph Laeubli;Produktiv;
7601000882868;Dr med Alice Asam;Produktiv;
7601000204103;Dr med Roland Kaegi;Produktiv;
7601000724380;Dr med Nadja Last Monem;Produktiv;
7601000771339;Dr med Erika Ocon;Produktiv;
7601000125316;Dr med Jean Claude Spira;Produktiv;
7601000463210;Dr med Frank Real;Produktiv;
7601000529732;Dr med Fabienne Schaer Blattmann;Produktiv;
7601000681607;Dr med Gabriela Stoppe;Produktiv;
7601000272003;Dr med Nicole Buerki;Produktiv;
7601000618252;Dr med Anjeung Kang Bellin;Produktiv;
7601000090119;Prof Dr med Adrian Schmassmann;Produktiv;
7601000050212;Dr Delphine Villard;Produktiv;
7601000720054;Dr med Barbara Theler;Produktiv;
7601000017659;Dr med Pierre Alain Schmied;Produktiv;
7601000985910;Dr Maud Tartarat Chapitre;Produktiv;
7601000052612;Dr Jacques Saillen;Produktiv;
7601000922489;Dr med Kerstin Haufe;Produktiv;
7601000750723;Dr med Frederik Hahn;Produktiv;
7601002137836;allcare Hausarzt Zentren AG;Produktiv;
7601000002839;Dr med Mauro Bernasconi;Produktiv;
7601000229878;Dr med Juerg Niesper;Produktiv;
7601000125033;Dr med Franco Liverani;Produktiv;
7601000277756;Dr med Claudine Matile Piguet;Produktiv;
7601000715388;Dr Cedric Dessimoz;Produktiv;
7601000354525;Dr med Andrea Sergio Donati;Produktiv;
7601000401588;Dr Jean Marc Vuissoz;Produktiv;
7601000898128;Dott med Mauro Binda;Produktiv;
7601000933904;Dr med Michaela Stadler Fritz;Produktiv;
7601000121554;Dr med Andreas Peter Boss;Produktiv;
7601000744340;Dr Anne Catherine De Iaco;Produktiv;
7601000706546;Dr med Alessandro Santi;Produktiv;
7601000264664;Dr med Mark J Emmenegger;Produktiv;
7601000514295;Dr med Heike Russmann;Produktiv;
7601000728333;Dott med Stefano Marco Lucchina;Produktiv;
7601000484901;Dr med Roland Duerig;Produktiv;
7601002135818;Praxis Gruppen Spiez AG;Produktiv;
7601000414199;Dott med Abdul Jaleel Al Muaid;Produktiv;
7601000766076;Dr med Juergen Klasen;Produktiv;
7601000401045;Dr Slavka Vracar Majkic;Produktiv;
7601000823403;Dr Cedric Yves Bandelier;Produktiv;
2099988872936;eSwiss Klinik Stephanshorn Adipositas Bereich;Produktiv;
7601000108340;Dr med Marc Miauton;Produktiv;
7601000730589;Dr med Christoph Vock;Produktiv;
7601000265050;Dr Jean Marie Wenger;Produktiv;
7601000528636;Dr med Jacques Albert Berthier;Produktiv;
7601002144629;Augenchirurgie am Bahnhof AG;Produktiv;
7601003316384;Tina Feger;Produktiv;
7601000549549;Dr med Michael Fischer;Produktiv;
7601003294644;Gesundheitszentrum Laendli;Produktiv;
7601000626400;PD Dr med Christoph Wyss;Produktiv;
7601000149893;Dr med Karin Isabella Thomi;Produktiv;
7601000122308;Dr med Rene Riedo;Produktiv;
7601000503985;Dr med Patric Biaggi;Produktiv;
7601000180766;Prof Dr med Roberto Corti;Produktiv;
7601000219923;Prof Dr med Juerg Gruenenfelder;Produktiv;
7601000626202;PD Dr med David Huerlimann;Produktiv;
7601000087041;Prof Dr med Georg Noll;Produktiv;
7601000471192;Dott med Lorenzo Magenta;Produktiv;
7601000216922;Dr med Jose Lang;Produktiv;
7601000901392;Dr med Joerg Schembra;Produktiv;
7601000901293;Dr Bettina Schembra;Produktiv;
7601000338204;Dr med Harald Zotter;Produktiv;
7601000355492;Dr med Johannes Keel;Produktiv;
7601001395589;Pharmacie de Sauvabelin;Produktiv;
7601001397811;Pharmacie de la Croix de Coeur SA;Produktiv;
7601000752024;Dr med Timm Kaiser;Produktiv;
7601000643612;Dr med Thomas Gunzenhauser;Produktiv;
7601000028150;Nicolas Perone;Produktiv;
7601000753021;Dr Antoine Robert;Produktiv;
7601002127103;Clinica Psichiatrica di giorno;Produktiv;
7601000185716;Dr med Orlando Del Don;Produktiv;
7601000820662;Dr med dent Bernd Wollmann;Produkiv;
7601000086327;Dr med Barna Boldog;Produktiv;
7601002145961;Arztpraxis Altein;Produktiv;
7601000412638;Dr med Yvonne Hummel;Produktiv;
7601000874122;Dr Andreas Gluch;Produktiv;
7601000484956;Dr David Mondada;Produktiv;
7601000046031;Dr med Minh Luyen Hong;Produktiv;
7601000621658;Dr med Belhia Fadhil;Produktiv;
7601002118033;MedImage SA;Produktiv;
7601001397958;Pharmacie du Landeron Sarl;Produktiv;
7601003062823;Elisabeth Mueller Odersky;Produktiv;
7601000633972;Dr Christophe Mattenberger;Produktiv;
7601000873682;Sig Dott ssa med Antonella Robatto;Produktiv;
7601000634252;Dr med Sitthided Reymond;Produktiv;
7601000778345;Dr med Bernadette Schoenwaelder;Produktiv;
7601000222091;Prof Dr med Wilhelm Vetter;Produktiv;
7601000537348;Dr med Julia Fischer Vetter;Produktiv;
7601000368591;Dr Tania Cavin Milhaud;Produktiv;
7601000188779;Dr med Mauro Fabrizio Ramsauer;Produktiv;
7601000187185;Dott med Ettore Battaglia;Produktiv;
7601002145763;SIHLMED GmbH;Produktiv;
7601000624055;Dr med Gino Grifone;Produktiv;
7601000402011;Dr Stephanie Fridelance Meloro;Produktiv;
7601000533982;Dr Philipp Spring;Produktiv;
7601003011081;Dr Marc Veenemans;Produktiv;
7601000621627;Dr Patrick Perrier;Produktiv;
7601000732262;Dr Etienne Wenner;Produktiv;
7601000078582;Dr med Laurent Tschopp;Produktiv;
2099988872967;Dr med Thomas Sautter;Produktiv;
7601000156174;Dr med Jouni Issakainen;Produktiv;
7601002145275;Hausaerzte Region Reiden AG;Produktiv;
7601002144056;TAZZ AG;Produktiv;
7601002115315;KJPD Schwyz;Produktiv;
7601002098021;KJPD Schwyz;Produktiv;
7601003020526;Dr Dominic Strauss;Produktiv;
7601000542427;Dr med Evelyne Egger;Produktiv;
7601000541376;Dr med Frank Gebhard;Produktiv;
7601000237095;Dr med Reto Tscholl;Produktiv;
7601000076564;Dr med Thierry Maitre;Produktiv;
7601002144469;CFPS;Produktiv;
7601002000925;Klinik Meissenberg AG;Produktiv;
7601000630858;Dr med Marc Fischer;Produktiv;
7601002145350;Arztpraxis Dr med Maier AG;Produktiv;
7601000785282;Dr med Pablo Gaitan;Produktiv;
7601000045072;Dr med Pius Mueller;Produktiv;
7601000139436;Dr med Josef Voegtli;Produktiv;
7601000161420;Dr med Sandra Baumgartner Werren;Produktiv;
7601000219954;Dr med Rene Ochsenbein;Produktiv;
7601000486486;Dr Patrick Goumaz;Produktiv;
2099988872981;Dr med Markus Hilty;Produktiv;
7601000918222;Dott ssa med Manuela Balmelli;Produktiv;
7601002145671;Radio Onkologie Solothurn AG;Produktiv;
7601000032065;Dr Michel Chofflon;Produktiv;
7601000986573;Dr med Georgios Zografos;Produktiv;
7601000796103;Dr Anika Hey Moonen;Produktiv;
7601000704146;Dr med Andrea Buerki Schneider;Produktiv;
7601000239174;Dr med Patric Gross;Produktiv;
7601002145855;santemed Gesundheitszentrum Eglisau;Produktiv;
7601000873453;Dr Telma Lee Da Silva;Produktiv;
7601000989529;Dr Peter Lauer;Produktiv;
7601000215758;Dr med Felix Hammer;Produktiv;
7601000635907;Dott med Kristin Feuerlein;Produktiv;
7601000513014;Dott med Oreste Mora;Produktiv;
7601000994127;Dr med Cornelia Weiss;Produktiv;
7601003011142;Monika Scheumann;Produktiv;
7601000714756;Dr med Simone Hauser Gubler;Produktiv;
7601000254290;Dr med Roman Hauser;Produktiv;
7601000148827;Dr med Ernst Gadient;Produktiv;
7601000069733;Dr med Marco Piergiovanni;Produktiv;
7601000642073;Dr Gontran Blanc;Produktiv;
7601002144889;Clienia Winterthur AG;Produktiv;
7601002137010;Spitex Region Praettigau;Produktiv;
7601002146050;bilddiagnostik ch Muttenz AG;Produktiv;
7601002146043;bilddiagnostik ch AG;Produktiv;
7601000495785;Dr med Stephan Kubat;Produktiv;
7601003180800;Jeannette Meyer;Produktiv;
7601000111449;Dr med Judith Perrin Kleiner;Produktiv;
7601002106184;Alters und Pflegeheim Sunnegarte;Produktiv;
7601000745583;Dr Lucile Chipier;Produktiv;
7601000729767;Dr med Andrea Grob;Produktiv;
7601002146081;Aerztehaus Balsthal AG;Produktiv;
7601000405470;Dr med Chantal Bochud Tornay;Produktiv;
7601000017291;Dr med Michel Pithon;Produktiv;
7601000052636;Dr Nicolas Kirchner;Produktiv;
7601003261905;Physiobase GmbH;Produktiv;
7601000381835;Dr med Gentiane Colque;Produktiv;
7601000258731;Dr med Laurenz Schmid;Produktiv;
7601002145312;Psiche Sagl;Produktiv;
7601000489128;Dr med Berenika Willi Sedlacek;Produktiv;
7601003255812;Physiotherapie Bahnhofplatz Belp GmbH;Produktiv;
7601000535146;Dr med Christina Heinl;Produktiv;
7601000075703;Dr med Heinz Walter;Produktiv;
7601003061895;Isabelle Moriconi Cereghetti;Produktiv;
7601000004017;Dr med Brigitte Crottaz;Produktiv;
7601000003973;Dr med Jean Philippe Chave;Produktiv;
7601000003386;Dr med Patricia Roggero;Produktiv;
2099988873025;Dr med Malaika Kurz Levin;Produktiv;
7601000983435;Dr med Yusuf Serdar Bilir;Produktiv;
7601002145596;Ligue Pulmonaire Jurasienne;Produktiv;
7601000078483;Dr med Bachir Allaf;Produktiv;
7601000005755;Dr med Jean Preitner;Produktiv;
7601003018295;Christof Wehrle;Produktiv;
7601000005632;Dr med Peter F Schoenenberger;Produktiv;
7601000091383;Dr med Christoph Fry;Produktiv;
7601000108654;Dr med Bernard Oberson Sigrist;Produktiv;
7601000406613;Dr med Alice Halfon Poletti;Produktiv;
7601002132787;Limmatklinik AG;Produktiv;
7601000445421;Dr med Sandrine Grept Locher;Produktiv;
7601000211217;Dr med Marina Osterwalder;Produktiv;
7601000925008;Dr med Simon Kayemba Kay s;Produktiv;
7601000442758;Dr med Margharita Eschle;Produktiv;
7601000524225;Dr med Adrian Hane;Produktiv;
7601000361387;Dr med Thang Stocker;Produktiv;
7601000123060;Dr med Maysoon Iraki;Produktiv;
7601000193988;Dr med Claudia Kunz;Produktiv;
7601000486448;Dr Kareem Boulos;Produktiv;
7601000147356;Dr med Simone Eve Gammeter Kiener;Produktiv;
7601000228680;Dr med Robert Putzi;Produktiv;
7601000727008;Dr med Franziska Jaeggi;Produktiv;
7601000333377;Dr med Monika Biffiger Meister;Produktiv;
7601000109644;Dr med Martin Frank;Produktiv;
7601000623119;Dr med Sibylle Matter;Produktiv;
7601002123846;ClinicAivla SA;Produktiv;
7601000709806;Dr med Kaspar Rohrer;Produktiv;
7601000276070;Dr med Paolo Bernasconi;Produktiv;
7601000086259;Dr med Ulrich Groeger;Produktiv;
7601002136877;Sarai La Solution Sarl;Produktiv;
7601002134309;SpitexVerein Waedenswil;Produktiv;
7601002134231;Stiftung Alterswohnungen der Stadt Zuerich;Produktiv;
7601003321340;Physiotherapie Physio Toess GmbH;Produktiv;
7601002133289;Spitex Oberengadin;Produktiv;
7601000993939;Dr med Alexander Jonas;Produktiv;
7601002145442;Praxis Gruppe Ueberstorf;Produktiv;
7601003072358;Rita Scherer Ruckli;Produktiv;
7601000239266;Dr med Predrag Lohrer;Produktiv;
7601000086037;Dr med Renate Herren;Produktiv;
7601000715500;Dott med Alexandre Christinat;Produktiv;
7601000237965;Dr med Peter Horowitz;Produktiv;
7601002005203;Klinik Susenberg;Produktiv;
7601000455994;Dr med Rahle Stolz;Produktiv;
7601002017633;Hopitaux Universitaires de Geneve HUG;Produktiv;
7601003172423;Nadia Naescher;Produktiv;
7601000630223;Dr med Markus A Tanner;Produktiv;
7601003324150;Stephan Bakacsy;Produktiv;
7601000622501;Dr Monica Hubschmid;Produktiv;
7601002133869;RegioSpitex Limmattal;Produktiv;
7601000070401;Dr Pierre Vuillaume;Produktiv;
7601002139144;Spitex Stadt Luzern;Produktiv;
7601002139182;Spitex Willisau;Produktiv;
7601000114136;Dr med Erwin Julen;Produktiv;
7601000488404;Dr med Carole Winiger Candolfi;Produktiv;
7601000212719;Dr med Markus Good;Produktiv;
7601000254122;Dr med Jakob Luetschg;Produktiv;
7601000250285;Dr med Heinz Wettler;Produktiv;
7601000875990;Dr med Dagmar Pillunat;Produktiv;
7601000983770;Dr med Gabriele Waldmann;Produktiv;
7601000090737;Dr med Pierre L Fitting;Produktiv;
7601000186393;Dott med Edio Pusterla;Produktiv;
7601003136364;Ute Pirscher;Produktiv;
7601000954039;Prakt med Svetlana Gogija;Produktiv;
7601000902863;Dr med Natalja Denisjuk;Produktiv;
7601000753908;Dr Simona Sangermani;Produktiv;
7601000236364;Dr med Peter Kaelin;Produktiv;
7601000040954;Dr Denis Aladjem;Produktiv;
7601000050120;Dr Christophe Hegi;Produktiv;
7601002138192;Spitex Region Emmental;Produktiv;
7601000032911;Dr Pierre Wacker;Produktiv;
7601000344137;Dr Virginie Desmangles;Produktiv;
7601000467218;Dr Claire Leresche Vuille;Produktiv;
7601002146425;Hausarztpraxis Buchs AG;Produktiv;
7601000223562;Dr med Holger Schramm;Produktiv;
7601000356024;Dr med Monica Guggenbach Jucker;Produktiv;
7601000259882;Dr med Caroline Albach;Produktiv;
7601000905536;Dr med Peter Westhoff;Produktiv;
7601000125071;Dr med Peter Wagner;Produktiv;
7601000920171;Dr Jan Voss;Produktiv;
7601000651310;Dr Juerg Wermuth;Produktiv;
2099988873049;Dott med Jacques Philippe Blanc;Produktiv;
7601000626011;Dr med Helena Armbruster Kordic;Produktiv;
7601000879523;Dr Oleg Kurlandchikov;Produktiv;
7601000706188;Dr med Peter Jules Gerber;Produktiv;
7601000653710;Dr med Habib Kherbeche;Produktiv;
7601002127769;Hom Care Spitex;Produktiv;
7601000643964;Dr med Beda Muehleisen;Produktiv;
7601000711748;Nadia Kherbeche Ehrenzeller;Produktiv;
7601003275995;FR BodyArt GmbH;Produktiv;
7601000847362;Dr med Julius Unrau;Produktiv;
7601002110969;Buergerspital Basel;Produktiv;
7601002146487;Buergerspital Basel;Produktiv;
7601000718013;Prof Dr med Johann Link;Produktiv;
7601000348937;Dr May Tajeddin;Produktiv;
7601000030788;Dr Tawfik Chamaa;Produktiv;
7601000069009;Dr Diana Bustos;Produktiv;
7601000079930;Dr Mohamed Tajeddin;Produktiv;
7601002139977;Spitex Oberes Seetal;Produktiv;
7601002135221;Spitex Vorderland;Produktiv;
7601002137775;Praxis Gruppe Luzern Maihofstrasse;Produktiv;
7601003072242;Burgi Schenk;Produktiv;
7601000805324;Dr med Rosemarie Mikolasch;Produktiv;
7601000704689;Dr med Bernhard Steiner;Produktiv;
7601000413581;Dr med Daniel Ackermann;Produktiv;
7601000404350;Dr Alessandra Spada;Produktiv;
7601000984227;Dr med Thomas Hebel;Produktiv;
7601002136082;Augenarzt Zentrum Flums AG;Produktiv;
7601000624666;Dr med Denise Holzer Alt;Produktiv;
7601000743763;Dott Susanne Gresbach Verratti;Produktiv;
7601000389671;Dr med Iso Morger;Produktiv;
7601002145091;Centro Oncologico Mendrisio;Produktiv;
7601000996602;Dr med Fereshteh Karbassi;Produktiv;
7601000056948;Dr Veerle  Van Meir;Produktiv;
7601000983596;Dr med Stefanie Zabaneh Loescher;Produktiv;
7601000355645;Dott med Nicola Ferrari;Produktiv;
7601000805584;Dr med Joachim Baumgarten;Produktiv;
7601000805614;Dr med Birgit Baumgarten;Produktiv;
7601000339843;Dr med Rusterholz Daniel;Produktiv;
7601000358721;Dr med Maria Hupfer;Produktiv;
7601003313963;Petra Martel;Produktiv;
7601001393141;Aston Farmacia San Pietro Sagl;Produktiv;
7601002145527;Tell Klinik AG;Produktiv;
7601000447500;Dr Vincent Amstutz;Produktiv;
7601000149688;Dr med Mario Graf;Produktiv;
7601000341846;Dr med Snejina Juricek;Produktiv;
7601000867070;Dr Ariane Perrinjaquet-Gyr;Produktiv;
7601000743510;Dr Louise Habluetzel;Produktiv;
7601000741622;Dr Manuel Joccallaz;Produktiv;
7601000276025;Dr med Thomas Staub;Produktiv;
7601000761415;Dr Veronica Torres Mean;Produktiv;
7601000016423;Dr Rainer Bielinski;Produktiv;
7601000016409;Dr Thierry Bessard;Produktiv;
7601000622570;Dr med Fabian Mueller Fuchs;Produktiv;
7601000677235;Dr med Bettina Kneip;Produktiv;
7601000739742;Dr med Hamid S Ashkin;Produktiv;
7601002146357;Gruppenpraxis Grenchen;Produktiv;
2099988873087;Dr med Andreas Jelli;Produktiv;
7601002120098;Roman Buxbaum AG;Produktiv;
7601000712417;Dr Francesco Volonte;Produktiv;
7601002136426;Reseau Sante de la Veveyse;Produktiv;
7601002136754;Centro Pediatrico del Mendrisiotto;Produktiv;
7601002134217;Spitex Zentrum Regensdorf;Produktiv;
7601000535344;Dr med Viktoria Senn Vannini;Produktiv;
7601000436122;Dr med Michele Rickenbacher;Produktiv;
7601000039798;Dr Jean Pierre Boerlin;Produktiv;
7601001374966;Pharmacie Zurcher SA;Produktiv;
7601000253972;Dr med Tamara Hegner;Produktiv;
7601000757975;Dr Laurent Cimasoni;Produktiv;
7601000012654;Dr Francoise Salamoni;Produktiv;
7601000026323;Dr Santosh James Itty;Produktiv;
7601000524324;Dott med Andrea Borsari;Produktiv;
7601000175427;Dr med Andre Gut;Produktiv;
7601000088130;Dott med Christina Emmenegger;Produktiv;
7601002135559;Spitex 24 GmbH;Produktiv;
7601002138116;Spitex Grauholz;Produktiv;
7601002133364;Spitex Rontal Plus;Produktiv;
7601002139052;Spitex Kriens;Produktiv;
7601002139168;Spitex Region Entlebuch;Produktiv;
7601002139298;Spitex-Verein Sursee und Umgebung;Produktiv;
7601002139045;Spitex Horw;Produktiv;
7601002139113;Spitex Pfaffnau St Urban-Roggliswil;Produktiv;
7601002145992;Spitex Grosswangen;Produktiv;
7601002139076;Spitex Malters;Produktiv;
7601002138987;Spitex Dagmersellen-Uffikon-Buchs;Produktiv;
7601002136808;Spitex-Verein Bueron-Schlierbach;Produktiv;
7601002139243;Spitex-Verein Hochdorf und Umgebung;Produktiv;
7601002139229;Spitex-Verein Emmen;Produktiv;
7601002139281;Spitex-Verein Schoetz-Ebersecken-Ohmstal;Produktiv;
7601002122467;Spitex-Verein Triengen;Produktiv;
7601002139137;Spitex Sempach und Umgebung;Produktiv;
7601002097383;Spitex der Seegemeinden Greppen;Produktiv;
7601002138970;Kinderspitex Zentralschweiz KISPEX;Produktiv;
7601002139274;Spitex-Verein Rothenburg;Produktiv;
7601002139212;Spitex-Verein Buttisholz-Nottwil;Produktiv;
7601002139083;Spitex Michelsamt;Produktiv;
7601002139014;Spitex Geuensee;Produktiv;
7601002139250;Spitex-Verein Meggen;Produktiv;
7601002139090;Spitex Nebikon-Altishofen;Produktiv;
7601002139120;Spitex Wiggertal;Produktiv;
7601002139106;Spitex Neuenkirch;Produktiv;
7601002139304;Spitex Wauwil-Egolzwil;Produktiv;
7601002139236;Spitex-Verein Hitzkirchental;Produktiv;
7601002139199;Spitex-Ruswil;Produktiv;
7601000187826;Dott med Miranda Zuercher Negri;Produktiv;
7601000633118;Dr Alexandre Sayegh;Produktiv;
7601000168061;Dr med Robert Bruendler;Produktiv;
7601002146098;Centre fribourgeois de depistage du cancer du sein;Produktiv;
7601000227621;Dr med Laurent Pellet;Produktiv;
7601000216939;Dr med Charlotte Lang-Lohrer;Produktiv;
7601001343931;Dr Jean-Etienne Kessler;Produktiv;
7601002133845;Verein Spitex Knonaueramt;Produktiv;
7601003066609;Ferdinand Polasek;Produktiv;
7601000475398;Dr med Beat Rickenbacher;Produktiv;
7601002139861;Spitex Baden-Ennetbaden;Produktiv;
7601002146104;Epatocentro Ticino SA;Produktiv;
7601000001986;M Dr Frank Gruetter;Produktiv;
7601000180827;Dott med Daniel Hagara;Produktiv;
